"search_term","search_term_id","convo_group_id","tweet_id","tweet_text","tweet_place","reply_to_status","quoted_status","created_at","user_id","user_screen_name","user_location","coordinates","user_place"
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1303466907958480900","1303466907958480900","At about 6:30P 🔴 Glenmont 8 car Train 101 struck a hanging cable approximately 2600’ outbound of Dupont Circle on the inbound track &amp; was removed from service by #WMATA 

Glenmont trains are servicing the  Shady Grove platforms @ Cleveland Park, Woodley Park, &amp; Dupont Circle https://t.co/CzPa3WYisF","{'id': '07d9c92d43c83000', 'url': 'https://api.twitter.com/1.1/geo/id/07d9c92d43c83000.json', 'place_type': 'poi', 'name': 'Dupont Circle Metro Station', 'full_name': 'Dupont Circle Metro Station', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.044465, 38.910666], [-77.044465, 38.910666], [-77.044465, 38.910666], [-77.044465, 38.910666]]]}, 'attributes': {}}","","1303464505666465792","2020-09-08 22:55:02+00:00","4262349923","RailTransitOPS","Washington, DC","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1303464505666465792","1303464505666465792","Red Line Delay: Trains are single tracking btwn Van Ness &amp; Dupont Circle due to a track obstruction at Dupont Circle. Expect delays in both directions.","","","","2020-09-08 22:45:30+00:00","1522468057","Metrorailinfo","Washington, DC","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1302632632719740929","1302632632719740929","a bad thing about for-profit health insurance companies is that we give them money every month and still can’t afford to get hit by a car.","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-09-06 15:39:56+00:00","29247827","mdb2","Washington, DC","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1300966816584531969","1300966816584531969","There is a conundrum when you’re hit on by your postmates driver but you really want your cheese fries. Please don’t withhold my fries, bro.","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-09-02 01:20:34+00:00","1155888730974171137","CFernekes","Washington, DC","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1300617280078794752","1300617280078794752","In 1991 as a UT frshmn I marched 2 protest the student paper referring 2 a sister who' d been hit by a car near campus as 'a black' &amp; also showed graphic pics. No athletes marched with us as her life hung in the balance. Im sure she""s smiling down now on these athletes. #VFL https://t.co/vbWXCJqer0","{'id': 'e4c17912c815124d', 'url': 'https://api.twitter.com/1.1/geo/id/e4c17912c815124d.json', 'place_type': 'city', 'name': 'College Park', 'full_name': 'College Park, MD', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-76.965596, 38.971053], [-76.965596, 39.022888], [-76.903378, 39.022888], [-76.903378, 38.971053]]]}, 'attributes': {}}","","1299794241779052554","2020-09-01 02:11:38+00:00","2337216643","Justice4Fry","Nashville, TN","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1300404072927895552","1300404072927895552","@patrickcsheehan @VOBOE @DCPoliceDept Please. They’ll do nothing. I was literally hit by a car (only scratches) and provided camera footage and they did nothing.","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","1300223165361205249","","2020-08-31 12:04:25+00:00","1046387109140090880","streets4peepsDC","Washington, DC","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1300223165361205249","1300223165361205249","@VOBOE Let the @DCPoliceDept know where it happened. There are enough cameras there they may be able to find the person.","","1300190705193832449","","2020-08-31 00:05:34+00:00","19434344","patrickcsheehan","Tennessee, USA","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1300190705193832449","1300190705193832449","I’m done with city biking in DC. I took a lane to turn left and was run up by a man in an SUV who laid on the horn and nearly hit my back tire. He yelled “get your fat ass out of the road you disgusting bitch.” I was celebrating making it to the 3rd trimester with a long ride.","","","","2020-08-30 21:56:35+00:00","38437705","VOBOE","","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1298788897351139331","1298788897351139331","@Pismo_B My grandmother always told me, “Don’t play in the street, you’ll get hit by a car”.","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","1298744339724558337","","2020-08-27 01:06:18+00:00","159708691","drciprian","Washington, DC","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1298744339724558337","1298744339724558337","Moving cars still undefeated vs useful idi*ts!

https://t.co/B6EB8ZlRU7","","","","2020-08-26 22:09:14+00:00","779476491092434944","Pismo_B","United States","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1296187033505988609","1296187033505988609","Sometimes people just don’t look while there driving which is why I’m here to say that I almost got hit by car thanks to the driver who did not see me walking. Geez!","{'id': '319ee7b36c9149da', 'url': 'https://api.twitter.com/1.1/geo/id/319ee7b36c9149da.json', 'place_type': 'city', 'name': 'Arlington', 'full_name': 'Arlington, VA', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.172219, 38.827378], [-77.172219, 38.934311], [-77.031779, 38.934311], [-77.031779, 38.827378]]]}, 'attributes': {}}","","","2020-08-19 20:47:25+00:00","1134671197898256384","RobertG2001","Arlington, VA","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1291406344986091520","1291406344986091520","Dropping off a pile of broken rods. Two stepped on in boat and one hit with lead eyes by clients. One not secured in car and broke. Little helper carried some rod tubes with me. orvisarlington @ Orvis https://t.co/qPtCUJmezY","{'id': '319ee7b36c9149da', 'url': 'https://api.twitter.com/1.1/geo/id/319ee7b36c9149da.json', 'place_type': 'city', 'name': 'Arlington', 'full_name': 'Arlington, VA', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.172219, 38.827378], [-77.172219, 38.934311], [-77.031779, 38.934311], [-77.031779, 38.827378]]]}, 'attributes': {}}","","","2020-08-06 16:10:40+00:00","16333588","RobSnowhite","Northern Virginia","{'type': 'Point', 'coordinates': [-77.09285819, 38.88802068]}",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1289908843242119168","1289908843242119168","Idk what ppl not getting 1. She’s a female by herself 
2. He hit her 
3. The plug going to be the plug check your kids don’t do drugs etc. sis was doing her job 
4. After you hit me and proceed to walk back up to my car I’m shooting you too 🤷🏽‍♀️ https://t.co/2QGsXGPsTI","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","1289635144756637697","2020-08-02 13:00:08+00:00","2690817008","nunu_babyyy","Washington, DC","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1289537272119885824","1289537272119885824","@DaMasterDragon I got cut off by a person not using they right blinker so i had to hit my breaks then my car started spinning","{'id': '864ff125241f172f', 'url': 'https://api.twitter.com/1.1/geo/id/864ff125241f172f.json', 'place_type': 'city', 'name': 'Bethesda', 'full_name': 'Bethesda, MD', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.158594, 38.940225], [-77.158594, 39.022449], [-77.078411, 39.022449], [-77.078411, 38.940225]]]}, 'attributes': {}}","1289425663061983233","","2020-08-01 12:23:38+00:00","1088167741528465408","AlmightyJoeyyy","Maryland, USA","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1289425663061983233","1289425663061983233","@AlmightyJoeyyy What happened?","","1289411131224625152","","2020-08-01 05:00:09+00:00","703636973395660800","DaMasterDragon","","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1289411131224625152","1289411131224625152","I almost crashed my car on the way home bruh","{'id': '0270fb8d47bab72f', 'url': 'https://api.twitter.com/1.1/geo/id/0270fb8d47bab72f.json', 'place_type': 'city', 'name': 'South Laurel', 'full_name': 'South Laurel, MD', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-76.8853461, 39.033137], [-76.810791, 39.033137], [-76.810791, 39.096875], [-76.8853461, 39.096875]]]}, 'attributes': {}}","","","2020-08-01 04:02:24+00:00","1088167741528465408","AlmightyJoeyyy","Maryland, USA","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1289188444208418817","1289188444208418817","StevenSON 😑😒......... He Haitian. Only a Haitian ass nigga would be like ""Idk"" and was fully aware of whatever situation that got his car hit by the blue shell. https://t.co/4INfbVIaho","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","1289040945749676032","2020-07-31 13:17:31+00:00","559969853","ItsChillOvahere","Washington, DC","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1289040945749676032","1289040945749676032","@ItsMe_Duhhhh He definitely told her that she was his girlfriend and he knows exactly why she did what she did. I can just tell😭 https://t.co/TL3ELbSNTr","","1288818418678996994","","2020-07-31 03:31:25+00:00","1073872069975306240","Earth2Terraaa","she•her","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1288818418678996994","1288818418678996994","This the dude who jeep got set on fire. https://t.co/Ty5MdJHrhM","","","","2020-07-30 12:47:10+00:00","1148758731724853249","ItsMe_Duhhhh","901","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1285050068148596736","1285050068148596736","@yagurlshayyy Was hit by a car when I was 10 and it robbed me of my independence for a whole summer","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","1284875951189512192","","2020-07-20 03:13:05+00:00","3241841399","heymissjoseph","Washington, DC","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1284875951189512192","1284875951189512192","PTSD from car accidents is real","","","","2020-07-19 15:41:13+00:00","744585515333091328","yagurlshayyy","Louisiana, USA","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1284245542953000967","1284245542953000967","@SusanDownfield @dana_graslie @DavidJHarrisJr Also, because it's Manhattan, he's not going to get shot. Strict gun laws. The most likely way to die is getting hit by a car. They take it extremely seriously. You touch a pedestrian with your car in Manhattan, you're hosed.","{'id': '319ee7b36c9149da', 'url': 'https://api.twitter.com/1.1/geo/id/319ee7b36c9149da.json', 'place_type': 'city', 'name': 'Arlington', 'full_name': 'Arlington, VA', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.172219, 38.827378], [-77.172219, 38.934311], [-77.031779, 38.934311], [-77.031779, 38.827378]]]}, 'attributes': {}}","1284243738819207169","","2020-07-17 21:56:12+00:00","1589914476","LucyAppa","Arlington, VA","",""
"(hit OR struck OR clipped) by (car OR bus OR truck OR driver OR suv) -feel -feeling -feels","01","1284243738819207169","1284243738819207169","@SusanDownfield @dana_graslie @DavidJHarrisJr Its manhattan. Drive on another street. Seriously, it's a grid. It's easy.","{'id': '319ee7b36c9149da', 'url': 'https://api.twitter.com/1.1/geo/id/319ee7b36c9149da.json', 'place_type': 'city', 'name': 'Arlington', 'full_name': 'Arlington, VA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.172219, 38.827378], [-77.031779, 38.827378], [-77.031779, 38.934311], [-77.172219, 38.934311]]]}, 'attributes': {}}","1284237750103871488","","2020-07-17 21:49:02+00:00","1589914476","LucyAppa","Arlington, VA","",""
