walkscore,bikescore,transitscore,near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,agency_id,incident_id,scrape_datetime,call_received_datetime,call_closed_datetime,fulldisplayaddress,longitude,latitude,incident_type,unit,unit_status_transport,transport_unit_is_amr,transport_unit_is_non_amr,unit_json,num_units_responding,geography,unit_ids,agency_incident_id,crash_objectid,crash_geo,crash_total_injuries,crash_total_major_injuries,crash_total_minor_injuries,crash_total_fatalities,crash_bike_injuries,crash_car_injuries,crash_ped_injuries,injuries_mismatch,distance_to_crash,time_between_crash_and_report,crash_intersection_id,crash_block_objectid,crash_time_rank,distance_to_nearest_block,aadt,totaltravellanes,totalcrosssectionwidth,totalparkinglanes,doubleyellow_line,summarydirection,num_sides_w_sidewalks,sidewalk_width,speed_limit,dcfunctionalclass,nhstype,routename,block_objectid,dcfunctionalclass_desc,distance_to_nearest_intersection,intersectionid,intersection_type,int_road_types,int_road_block_ids,street_names,national_park
45.00,28.00,55.00,[None],,,,,,8D,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",8D03,Ward 8,009810,FAR SOUTHEAST AND SOUTHWEST,EMS1205,895598538,2021-02-28 14:20:01+00:00,2021-02-28 04:16:53+00:00,2021-02-28 04:24:47+00:00,"4011 3RD ST SE, WASHINGTON, DC",-77.0022850000,38.8303360000,TC,"[{'UnitID': 'A33', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E33', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A33', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E33', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E61000005E11FC6F254053C082583673486A4340,"['""A33""', '""E33""']",EMS1205895598538,197373842,0101000020E6100000B1EBCF2E214053C0442D5ACC456A4340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.27246403,0 days 01:39:01.000000000,,136979,1,22.50640507,,2,34,2,,BD,2,6,20.0,19.0,,3RD ST SE,136979,Local,,,,,,,0
45.00,28.00,55.00,[None],,,,,,8D,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",8D03,Ward 8,009810,FAR SOUTHEAST AND SOUTHWEST,EMS1205,909916567,2021-03-20 01:40:02+00:00,2021-03-19 20:00:54+00:00,2021-03-19 20:11:51+00:00,"ATLANTIC ST SE & LIVINGSTON RD SE, WASHINGTON, DC",-77.0035380000,38.8309650000,TC,"[{'UnitID': 'E33', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'E33', 'PulsePointDispatchStatus': 'DP'}]",1,0101000020E6100000C59272F7394053C0718FA50F5D6A4340,"['""E33""']",EMS1205909916567,197138133,0101000020E6100000A6E0A47E394053C0B5FA57495D6A4340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,2.61488207,0 days 01:29:52.000000000,17894,134840,1,0.60567104,,2,35,2,Yes,BD,1,6,25.0,19.0,,LIVINGSTON RD SE,137440,Local,0.90879068,17894,REGULAR,"['Local', 'Minor Arterial']","['124684', '134840', '135853', '137440']","['ATLANTIC STREET SE', 'LIVINGSTON ROAD SE', 'VALLEY AVENUE SE']",0
45.00,32.00,42.00,[None],,,,,,5C,Cluster 24,"Woodridge, Fort Lincoln, Gateway",5C03,Ward 5,009000,UPPER NORTHEAST,EMS1205,848325321,2020-12-23 04:50:01+00:00,2020-12-22 23:36:27+00:00,2020-12-22 23:57:18+00:00,"HURSTON LN NE & COMMODORE JOSHUA BARNEY DR NE, WASHINGTON, DC",-76.9516960000,38.9236010000,TC,"[{'UnitID': 'A26', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-22T23:57:18Z'}, {'UnitID': 'E27', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-22T23:46:57Z'}]",0,0,0,"[{'UnitID': 'A26', 'UnitClearedDateTime': '2020-12-22T23:57:18Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E27', 'UnitClearedDateTime': '2020-12-22T23:46:57Z', 'PulsePointDispatchStatus': 'AR'}]",2,0101000020E6100000FAEE5696E83C53C0C5C6BC8E38764340,"['""A26""', '""E27""']",EMS1205848325321,,,,,,,,,,1,,,,,1,0.3884837,,2,40,2,,BD,2,6,20.0,19.0,,HURSTON LN NE,130594,Local,,,,,,,0
45.00,32.00,42.00,[None],,,,,,5C,Cluster 24,"Woodridge, Fort Lincoln, Gateway",5C03,Ward 5,009000,UPPER NORTHEAST,EMS1205,892164519,2021-02-23 16:40:01+00:00,2021-02-23 10:09:50+00:00,2021-02-23 10:28:36+00:00,"3100 EASTERN AVE NE, WASHINGTON, DC",-76.9559980000,38.9292740000,TC,"[{'UnitID': 'A12', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E26', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A12', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E26', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E6100000A6423C122F3D53C0F5824F73F2764340,"['""A12""', '""E26""']",EMS1205892164519,197370172,0101000020E6100000E5396805373D53C0D1F9AC4C02774340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68.21599032,0 days 00:43:35.000000000,,131119,1,0.07875099,11227.0,4,45,0,Yes,BD,1,6,25.0,17.0,,EASTERN AVE NE,131119,Collector,0.24607692,18505,REGULAR,['Collector'],"['131119', '131615']","['EASTERN AVENUE NE', 'FORT LINCOLN DRIVE NE']",0
45.00,34.00,48.00,[None],,,,,,7B,Cluster 34,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",7B07,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,EMS1205,890174201,2021-02-20 20:20:01+00:00,2021-02-20 14:06:03+00:00,2021-02-20 14:18:31+00:00,"3821 MASSACHUSETTS AVE SE, WASHINGTON, DC",-76.9489100000,38.8726330000,TC,"[{'UnitID': 'A19B', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E19', 'PulsePointDispatchStatus': 'ER'}]",0,0,0,"[{'UnitID': 'A19B', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E19', 'PulsePointDispatchStatus': 'ER'}]",2,0101000020E61000003B3602F1BA3C53C087342A70B26F4340,"['""A19B""', '""E19""']",EMS1205890174201,,,,,,,,,,1,,,,,1,18.32847363,,2,21,0,Yes,BD,0,,25.0,19.0,,FORT DAVIS DR SE,134887,Local,34.09036764,16792,REGULAR,"['Collector', 'Local']","['124074', '134887', '135018', '137066']","['FORT DAVIS DRIVE SE', 'MASSACHUSETTS AVENUE SE']",0
45.00,40.00,54.00,['Patterson Elementary School'],1.0,0.0,0.0,1.0,0.0,8D,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",8D06,Ward 8,009807,FAR SOUTHEAST AND SOUTHWEST,EMS1205,874574407,2021-01-29 16:50:01+00:00,2021-01-29 07:54:38+00:00,2021-01-29 08:51:53+00:00,"13 DANBURY ST SW, WASHINGTON, DC",-77.0082560000,38.8281450000,TC,"[{'UnitID': 'E33', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'M25', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'E33', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'M25', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E6100000BB7F2C44874053C047ACC5A7006A4340,"['""E33""', '""M25""']",EMS1205874574407,197364225,0101000020E6100000C6984A50874053C04156C35AF5694340,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,38.28599508,0 days 17:44:29.000000000,,135878,1,38.28539031,,2,34,2,,BD,2,6,25.0,19.0,,DANBURY ST SW,135878,Local,54.86198676,18529,REGULAR,['Local'],"['124057', '134867', '135878']","['DANBURY STREET SW', 'SOUTH CAPITOL TERRACE SW']",0
45.00,50.00,47.00,[None],,,,,,7B,Cluster 34,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",7B07,Ward 7,009902,FAR NORTHEAST AND SOUTHEAST,EMS1205,891337982,2021-02-22 14:20:02+00:00,2021-02-22 04:28:46+00:00,2021-02-22 05:20:36+00:00,"4034 ALABAMA AVE SE, WASHINGTON, DC",-76.9449520000,38.8707780000,TC,"[{'UnitID': 'A19', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E19', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A19', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E19', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E61000008C12F4177A3C53C0C4094CA7756F4340,"['""A19""', '""E19""']",EMS1205891337982,,,,,,,,,,1,,,,,1,30.55143661,11959.0,3,44,1,Yes,BD,2,6,20.0,16.0,,ALABAMA AVE SE,136776,Minor Arterial,31.783932,17808,REGULAR,"['Local', 'Minor Arterial']","['134969', '135454', '136776']","['41ST STREET SE', 'ALABAMA AVENUE SE']",0
45.00,68.00,61.00,[None],,,,,,7D,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7D04,Ward 7,009604,FAR NORTHEAST AND SOUTHEAST,EMS1205,869591527,2021-01-22 06:40:02+00:00,2021-01-22 00:02:50+00:00,2021-01-22 00:29:58+00:00,"ANACOSTIA AVE NE & BENNING RD NE, WASHINGTON, DC",-76.9602620000,38.8969190000,TCE,"[{'UnitID': 'A27', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'BC2', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-22T00:08:43Z'}, {'UnitID': 'E10', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E27', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'EMS2', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'M10', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'M27', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'R1', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-22T00:08:14Z'}, {'UnitID': 'T13', 'PulsePointDispatchStatus': 'OS'}]",0,0,0,"[{'UnitID': 'A27', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'BC2', 'UnitClearedDateTime': '2021-01-22T00:08:43Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E10', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E27', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'EMS2', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'M10', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'M27', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'R1', 'UnitClearedDateTime': '2021-01-22T00:08:14Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'T13', 'PulsePointDispatchStatus': 'OS'}]",9,0101000020E6100000DC65BFEE743D53C09C14E63DCE724340,"['""A27""', '""BC2""', '""E10""', '""E27""', '""EMS2""', '""M10""', '""M27""', '""R1""', '""T13""']",EMS1205869591527,197360587,0101000020E61000000E1FF1F35D3D53C00362D2F7C7724340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,123.51831572,0 days 06:23:55.000000000,,134704,1,0.31994331,,2,48,2,,BD,2,5,10.0,19.0,,ANACOSTIA AVE NE,131032,Local,0.91907364,14960,REGULAR,"['Local', 'Principal Arterial']","['130728', '131032', '133047', '134704']","['ANACOSTIA AVENUE NE', 'BENNING ROAD NE']",0
45.00,68.00,61.00,[None],,,,,,7D,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7D04,Ward 7,009604,FAR NORTHEAST AND SOUTHEAST,EMS1205,892185603,2021-02-23 17:20:01+00:00,2021-02-23 11:35:36+00:00,2021-02-23 11:58:18+00:00,"3000 BENNING RD NE, WASHINGTON, DC",-76.9602620000,38.8969190000,TC,"[{'UnitID': 'A08', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E10', 'PulsePointDispatchStatus': 'OS'}]",0,0,0,"[{'UnitID': 'A08', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E10', 'PulsePointDispatchStatus': 'OS'}]",2,0101000020E6100000DC65BFEE743D53C09C14E63DCE724340,"['""A08""', '""E10""']",EMS1205892185603,,,,,,,,,,1,,,,,1,0.31994331,,2,48,2,,BD,2,5,10.0,19.0,,ANACOSTIA AVE NE,131032,Local,0.91907364,14960,REGULAR,"['Local', 'Principal Arterial']","['130728', '131032', '133047', '134704']","['ANACOSTIA AVENUE NE', 'BENNING ROAD NE']",0
45.00,68.00,61.00,[None],,,,,,7D,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7D04,Ward 7,009604,FAR NORTHEAST AND SOUTHEAST,EMS1205,918926339,2021-03-31 16:00:01+00:00,2021-03-31 07:40:00+00:00,2021-03-31 08:35:55+00:00,"BENNING RD NE & ANACOSTIA AVE NE, WASHINGTON, DC",-76.9602620000,38.8969190000,TC,"[{'UnitID': 'A27', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A27', 'PulsePointDispatchStatus': 'DP'}]",1,0101000020E6100000DC65BFEE743D53C09C14E63DCE724340,"['""A27""']",EMS1205918926339,,,,,,,,,,1,,,,,1,0.31994331,,2,48,2,,BD,2,5,10.0,19.0,,ANACOSTIA AVE NE,131032,Local,0.91907364,14960,REGULAR,"['Local', 'Principal Arterial']","['130728', '131032', '133047', '134704']","['ANACOSTIA AVENUE NE', 'BENNING ROAD NE']",0
46.00,24.00,58.00,['Hendley Elementary School'],1.0,0.0,0.0,1.0,0.0,8E,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",8E07,Ward 8,009802,FAR SOUTHEAST AND SOUTHWEST,EMS1205,891890825,2021-02-23 06:10:01+00:00,2021-02-22 23:44:50+00:00,2021-02-22 23:58:55+00:00,"637 BRANDYWINE ST SE, WASHINGTON, DC",-76.9973390000,38.8298890000,TC,"[{'UnitID': 'A33', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E33', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A33', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E33', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E61000009F01F566D43F53C0B32781CD396A4340,"['""A33""', '""E33""']",EMS1205891890825,197370138,0101000020E61000004F547F70D43F53C0CE40FA5F406A4340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.26620291,0 days 02:04:25.000000000,,135001,1,22.2653211,,2,34,2,,BD,2,6,25.0,19.0,,BRANDYWINE ST SE,135001,Local,,,,,,,0
46.00,24.00,58.00,['Hendley Elementary School'],1.0,0.0,0.0,1.0,0.0,8E,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",8E07,Ward 8,009802,FAR SOUTHEAST AND SOUTHWEST,EMS1205,891909000,2021-02-23 07:00:01+00:00,2021-02-23 00:13:13+00:00,2021-02-23 00:38:29+00:00,"637 BRANDYWINE ST SE, WASHINGTON, DC",-76.9973390000,38.8298890000,TC,"[{'UnitID': 'A33', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E25', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A33', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E25', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E61000009F01F566D43F53C0B32781CD396A4340,"['""A33""', '""E25""']",EMS1205891909000,197370138,0101000020E61000004F547F70D43F53C0CE40FA5F406A4340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.26620291,0 days 01:36:02.000000000,,135001,1,22.2653211,,2,34,2,,BD,2,6,25.0,19.0,,BRANDYWINE ST SE,135001,Local,,,,,,,0
46.00,28.00,65.00,['Eagle Academy PCS - Congress Heights'],1.0,0.0,0.0,0.0,1.0,8C,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",8C07,Ward 8,009804,FAR SOUTHEAST AND SOUTHWEST,EMS1205,878600256,2021-02-04 16:10:02+00:00,2021-02-04 06:30:15+00:00,2021-02-04 07:20:29+00:00,"3501 WHEELER RD SE, WASHINGTON, DC",-76.9938510000,38.8397030000,TC,"[{'UnitID': 'A33', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E25', 'PulsePointDispatchStatus': 'ER'}]",0,0,0,"[{'UnitID': 'A33', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E25', 'PulsePointDispatchStatus': 'ER'}]",2,0101000020E6100000348639419B3F53C032AD4D637B6B4340,"['""A33""', '""E25""']",EMS1205878600256,,,,,,,,,,1,,,,,1,18.667687,,2,35,2,Yes,BD,2,6,20.0,19.0,,UPSAL ST SE,134974,Local,29.39090678,15712,REGULAR,"['Local', 'Minor Arterial']","['124272', '134974', '137151']","['UPSAL STREET SE', 'WHEELER ROAD SE']",0
46.00,28.00,65.00,['Hart Middle School'],0.0,1.0,0.0,1.0,0.0,8C,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",8C07,Ward 8,009804,FAR SOUTHEAST AND SOUTHWEST,EMS1205,917134062,2021-03-29 03:40:01+00:00,2021-03-28 22:24:40+00:00,2021-03-29 00:39:57+00:00,"700 CONGRESS ST SE, WASHINGTON, DC",-76.9965700000,38.8393760000,TCE,"[{'UnitID': 'A33', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E25', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E33', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-03-28T22:30:09Z'}, {'UnitID': 'EMS3', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-03-28T22:30:22Z'}, {'UnitID': 'M25', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'R3', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-03-28T22:29:50Z'}, {'UnitID': 'T08', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-03-28T22:30:56Z'}]",0,0,0,"[{'UnitID': 'A33', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E25', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E33', 'UnitClearedDateTime': '2021-03-28T22:30:09Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'EMS3', 'UnitClearedDateTime': '2021-03-28T22:30:22Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'M25', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'R3', 'UnitClearedDateTime': '2021-03-28T22:29:50Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'T08', 'UnitClearedDateTime': '2021-03-28T22:30:56Z', 'PulsePointDispatchStatus': 'AR'}]",7,0101000020E61000002F8B89CDC73F53C00E863AAC706B4340,"['""A33""', '""E25""', '""E33""', '""EMS3""', '""M25""', '""R3""', '""T08""']",EMS1205917134062,,,,,,,,,,1,,,,,1,0.8599531,,2,34,2,,BD,2,7,20.0,19.0,,CONGRESS ST SE,135851,Local,2.09921028,13118,REGULAR,['Local'],"['135204', '135851', '137446']","['7TH STREET SE', 'CONGRESS STREET SE']",0
46.00,39.00,53.00,[None],,,,,,7B,Cluster 34,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",7B04,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,EMS1205,905387088,2021-03-14 00:20:01+00:00,2021-03-13 19:10:32+00:00,2021-03-13 19:50:08+00:00,"M ST SE & BRANCH AVE SE, WASHINGTON, DC",-76.9613040000,38.8767860000,TC,"[{'UnitID': 'A19', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E19', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A19', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E19', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E6100000E5603601863D53C09BCB0D863A704340,"['""A19""', '""E19""']",EMS1205905387088,197383016,0101000020E61000003A678C9D863D53C0E994FDD224704340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,73.5856936,0 days 06:28:52.000000000,,,1,0.10154035,7566.0,2,39,2,Yes,BD,2,7,25.0,16.0,,BRANCH AVE SE,136978,Minor Arterial,0.83546455,17857,REGULAR,"['Local', 'Minor Arterial']","['123862', '124236', '136978']","['BRANCH AVENUE SE', 'LYNDALE PLACE SE']",0
46.00,46.00,55.00,[None],,,,,,8C,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",8C05,Ward 8,009803,FAR SOUTHEAST AND SOUTHWEST,EMS1205,854423866,2020-12-30 22:30:01+00:00,2020-12-30 17:01:14+00:00,2020-12-30 19:53:56+00:00,"106 WILMINGTON PL SE, STE 4, WASHINGTON, DC",-77.0053550000,38.8370300000,TC,"[{'UnitID': 'AMR211', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-30T19:53:56Z'}, {'UnitID': 'E25', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-30T17:25:10Z'}]",1,1,0,"[{'UnitID': 'AMR211', 'UnitClearedDateTime': '2020-12-30T19:53:56Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E25', 'UnitClearedDateTime': '2020-12-30T17:25:10Z', 'PulsePointDispatchStatus': 'AR'}]",2,0101000020E6100000AF777FBC574053C0ACE28DCC236B4340,"['""AMR211""', '""E25""']",EMS1205854423866,,,,,,,,,,1,,,,,1,15.55578098,,2,32,2,,BD,2,6,20.0,19.0,,WILMINGTON PL SE,124196,Local,49.03982691,19743,REGULAR,"['Collector', 'Local']","['124196', '136306', '136362']","['1ST STREET SE', 'WILMINGTON PLACE SE']",0
46.00,47.00,73.00,[None],,,,,,8C,Cluster 37,"Sheridan, Barry Farm, Buena Vista",8C06,Ward 8,007401,FAR SOUTHEAST AND SOUTHWEST,EMS1205,852124774,2020-12-28 19:20:01+00:00,2020-12-28 14:01:53+00:00,2020-12-28 14:15:11+00:00,"SUITLAND PKWY SE & FIRTH STERLING AVE SE, WASHINGTON, DC",-76.9982610000,38.8621630000,TC,"[{'UnitID': 'E07', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-28T14:15:11Z'}, {'UnitID': 'M07', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-28T14:14:54Z'}]",0,0,0,"[{'UnitID': 'E07', 'UnitClearedDateTime': '2020-12-28T14:15:11Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'M07', 'UnitClearedDateTime': '2020-12-28T14:14:54Z', 'PulsePointDispatchStatus': 'AR'}]",2,0101000020E6100000D3F71A82E33F53C01F69705B5B6E4340,"['""E07""', '""M07""']",EMS1205852124774,197353086,0101000020E61000007194BAFDDA3F53C0366EDE5A626E4340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.96846681,2 days 21:45:12.000000000,19229,135437,1,0.89697561,9454.0,4,37,0,Yes,BD,0,,25.0,17.0,,FIRTH STERLING AVE SE,136918,Collector,50.92986688,19229,REGULAR,"['Collector', 'Other Freeway and Expressway']","['124716', '134844', '135437', '136918']","['FIRTH STERLING AVENUE SE', 'SUITLAND PARKWAY SE']",0
46.00,47.00,73.00,[None],,,,,,8C,Cluster 37,"Sheridan, Barry Farm, Buena Vista",8C06,Ward 8,007401,FAR SOUTHEAST AND SOUTHWEST,EMS1205,853102025,2020-12-29 20:10:01+00:00,2020-12-29 15:52:23+00:00,2020-12-29 16:12:02+00:00,"FIRTH STERLING AVE SE & SUITLAND PKWY SE, WASHINGTON, DC",-76.9982610000,38.8621630000,TC,"[{'UnitID': 'E07', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-29T16:12:01Z'}]",0,0,0,"[{'UnitID': 'E07', 'UnitClearedDateTime': '2020-12-29T16:12:01Z', 'PulsePointDispatchStatus': 'AR'}]",1,0101000020E6100000D3F71A82E33F53C01F69705B5B6E4340,"['""E07""']",EMS1205853102025,,,,,,,,,,1,,,,,1,0.89697561,9454.0,4,37,0,Yes,BD,0,,25.0,17.0,,FIRTH STERLING AVE SE,136918,Collector,50.92986688,19229,REGULAR,"['Collector', 'Other Freeway and Expressway']","['124716', '134844', '135437', '136918']","['FIRTH STERLING AVENUE SE', 'SUITLAND PARKWAY SE']",0
46.00,47.00,73.00,[None],,,,,,8C,Cluster 37,"Sheridan, Barry Farm, Buena Vista",8C06,Ward 8,007401,FAR SOUTHEAST AND SOUTHWEST,EMS1205,857389115,2021-01-04 04:20:02+00:00,2021-01-03 23:01:26+00:00,2021-01-03 23:26:37+00:00,"FIRTH STERLING AVE SE & SUITLAND PKWY SE, WASHINGTON, DC",-76.9982610000,38.8621630000,TC,"[{'UnitID': 'A19', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-03T23:26:37Z'}, {'UnitID': 'E15', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-03T23:14:23Z'}]",0,0,0,"[{'UnitID': 'A19', 'UnitClearedDateTime': '2021-01-03T23:26:37Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E15', 'UnitClearedDateTime': '2021-01-03T23:14:23Z', 'PulsePointDispatchStatus': 'AR'}]",2,0101000020E6100000D3F71A82E33F53C01F69705B5B6E4340,"['""A19""', '""E15""']",EMS1205857389115,197354310,0101000020E6100000F4312298CC3F53C0DA19FE3F6D6E4340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,135.68029138,0 days 00:42:25.000000000,,135437,1,0.89697561,9454.0,4,37,0,Yes,BD,0,,25.0,17.0,,FIRTH STERLING AVE SE,136918,Collector,50.92986688,19229,REGULAR,"['Collector', 'Other Freeway and Expressway']","['124716', '134844', '135437', '136918']","['FIRTH STERLING AVENUE SE', 'SUITLAND PARKWAY SE']",0
46.00,47.00,73.00,[None],,,,,,8C,Cluster 37,"Sheridan, Barry Farm, Buena Vista",8C06,Ward 8,007401,FAR SOUTHEAST AND SOUTHWEST,EMS1205,858733676,2021-01-06 02:50:02+00:00,2021-01-05 21:51:13+00:00,2021-01-05 22:21:19+00:00,"SUITLAND PKWY SE & FIRTH STERLING AVE SE, WASHINGTON, DC",-76.9982610000,38.8621630000,TC,"[{'UnitID': 'E13', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-05T22:21:19Z'}]",0,0,0,"[{'UnitID': 'E13', 'UnitClearedDateTime': '2021-01-05T22:21:19Z', 'PulsePointDispatchStatus': 'AR'}]",1,0101000020E6100000D3F71A82E33F53C01F69705B5B6E4340,"['""E13""']",EMS1205858733676,,,,,,,,,,1,,,,,1,0.89697561,9454.0,4,37,0,Yes,BD,0,,25.0,17.0,,FIRTH STERLING AVE SE,136918,Collector,50.92986688,19229,REGULAR,"['Collector', 'Other Freeway and Expressway']","['124716', '134844', '135437', '136918']","['FIRTH STERLING AVENUE SE', 'SUITLAND PARKWAY SE']",0
