,OBJECTID_left,CRIMEID,CCN,REPORTDATE,ROUTEID,MEASURE,OFFSET,STREETSEGID,ROADWAYSEGID,FROMDATE,TODATE,MARID,ADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,WARD,EVENTID,MAR_ADDRESS,MAR_SCORE,MAJORINJURIES_BICYCLIST,MINORINJURIES_BICYCLIST,UNKNOWNINJURIES_BICYCLIST,FATAL_BICYCLIST,MAJORINJURIES_DRIVER,MINORINJURIES_DRIVER,UNKNOWNINJURIES_DRIVER,FATAL_DRIVER,MAJORINJURIES_PEDESTRIAN,MINORINJURIES_PEDESTRIAN,UNKNOWNINJURIES_PEDESTRIAN,FATAL_PEDESTRIAN,TOTAL_VEHICLES,TOTAL_BICYCLES,TOTAL_PEDESTRIANS,PEDESTRIANSIMPAIRED,BICYCLISTSIMPAIRED,DRIVERSIMPAIRED,TOTAL_TAXIS,TOTAL_GOVERNMENT,SPEEDING_INVOLVED,NEARESTINTROUTEID,NEARESTINTSTREETNAME,OFFINTERSECTION,INTAPPROACHDIRECTION,LOCATIONERROR,LASTUPDATEDATE,MPDLATITUDE,MPDLONGITUDE,MPDGEOX,MPDGEOY,BLOCKKEY,SUBBLOCKKEY,FATALPASSENGER,MAJORINJURIESPASSENGER,MINORINJURIESPASSENGER,UNKNOWNINJURIESPASSENGER,geometry,YEAR,index_right,OBJECTID_right,BLKGRP,BLOCK,GEOID,GEOID10,ALAND10,AWATER10,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,ACRES,Shape_Length,Shape_Area,SQMILES
1405,167335478,24396149,13003952,2013-01-10T05:00:00+00:00,13088732,341.03,0.02,2.0,1.0,2013-01-10T05:00:00+00:00,1970-01-01T00:00:00+00:00,53428,SOUTHERN AVE SE & VALLEY TER SE,38.841222,-76.975656,402113.436,130380.746,Ward 8,{BB74F4DB-765C-45E1-9169-10285D142648},1963 VALLEY TERRACE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13081512,SOUTHERN AVE SE,0.03,Northwest,,1970-01-01T00:00:00+00:00,38.841222,-76.975656,,,5ab0f26e54ff330493f7efeee61005da,5ab0f26e54ff330493f7efeee61005da,0,0,0,0,POINT Z (-76.97565844050487 38.84122963926785 0),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,167335592,25066492,14108180,2014-07-21T21:47:00+00:00,13081512,9417.81,0.03,12533.0,12793.0,2014-07-21T04:00:00+00:00,1970-01-01T00:00:00+00:00,903973,CENTRAL AVE SE and  SOUTHERN AVE SE,38.88571,-76.918566,407065.32,135322.12,Ward 7,{8EE7896B-2830-4660-AF09-EF39B972432F},CENTRAL AVENUE SE AND SOUTHERN AVENUE SE,100.0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13021582,CENTRAL AVE SE,0.02,Northeast,,1970-01-01T00:00:00+00:00,,,,,3bc54f7adbd76f2c4c5ef713e8f1011f,3bc54f7adbd76f2c4c5ef713e8f1011f,0,1,1,0,POINT Z (-76.91856805008648 38.8857176236821 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,167335616,26639395,11121643,2011-08-20T05:00:00+00:00,12031982,1604.93,0.03,11013.0,21364.0,2011-08-20T04:00:00+00:00,1970-01-01T00:00:00+00:00,82882,950 EASTERN AVE. NE,38.903563,-76.923047,406674.901,137303.64,Ward 7,{2357C296-EF4B-46AC-9320-08525D634A8F},950 EASTERN AVENUE NE,100.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,58020412,Driveway-58020412,67.19,Northwest,,1970-01-01T00:00:00+00:00,,,,,993a4b2eecca598e7ad4b9dd352b0e22,f3e77c1302769cdcb628a013d7403043,0,0,0,0,POINT Z (-76.92304904540562 38.9035709581759 0),2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,167335812,27229915,17032321,2017-02-26T00:55:45+00:00,Route not found,0.0,0.0,-9.0,22105.0,2017-02-25T05:00:00+00:00,1970-01-01T00:00:00+00:00,309450,INTERSTATE 295 INTERSTATE BN,38.863976,-76.995102,400425.07,132906.29,Ward 8,{793442F7-7184-4FFD-9C30-2D9099F27C56},,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,38.851465,-76.959137,400425.07,132906.29,Unknown,Unknown,0,0,0,0,POINT Z (-76.9591392692042 38.85147277926257 0),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,167335836,27361482,17115281,2017-07-06T09:32:10+00:00,Route not found,0.0,0.0,-9.0,37811.0,2017-07-06T04:00:00+00:00,1970-01-01T00:00:00+00:00,309451,INTERSTATE 295 INTERSTATE BN,38.867321,-76.990504,400824.138,133277.658,Ward 8,{52169528-C14F-4819-B334-C6E7D0F11D61},,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,38.851398,-76.959076,400824.42,133277.48,Unknown,Unknown,0,0,0,0,POINT Z (-76.95907827274661 38.85140578017474 0),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,167335890,27355867,17111749,2017-07-01T00:24:48+00:00,12031982,2066.68,8.48,5773.0,5721.0,2017-06-30T04:00:00+00:00,1970-01-01T00:00:00+00:00,73671,1200 EASTERN AVENUE NE,38.905821,-76.925925,406425.002,137554.101,Ward 7,{77A006BA-AE1F-4247-89DC-A659EDE08FB1},1120 EASTERN AVENUE NE,200.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12005102,51ST ST NE,40.74,Southeast,,1970-01-01T00:00:00+00:00,38.905875,-76.925856,406356.79,137597.65,2f5abc7051dfaf9ae99772f503cd5200,2f5abc7051dfaf9ae99772f503cd5200,0,0,0,0,POINT Z (-76.92592776479228 38.90582909654816 0),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,167335909,28018695,19066531,2019-04-22T14:33:03+00:00,Route not found,0.0,0.0,,,2019-04-19T04:00:00+00:00,1970-01-01T00:00:00+00:00,59058,295S/B,38.91328,-76.933302,405784.565,138381.566,Ward 7,{5B7966D0-BC25-4AB3-9B5A-19D7BA1FA0F1},1631 KENILWORTH AVENUE NE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,38.91328,-76.933302,,,Unknown,Unknown,0,0,0,0,POINT Z (-76.9333042599991 38.91328779435302 0),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,167335914,27625817,18047764,2018-03-26T01:14:56+00:00,Route not found,0.0,0.0,10969.0,4569.0,2018-03-25T04:00:00+00:00,1970-01-01T00:00:00+00:00,295060,3600 NEW YORK AVENUE NE,38.916948,-76.955572,403852.952,138787.587,Ward 5,{81054C57-A3BA-43E6-BF76-4954C8885586},3600 NEW YORK AVENUE NE,100.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,38.918368,-76.938618,403897.25,138785.58,Unknown,Unknown,0,0,0,0,POINT Z (-76.93862025964538 38.91837579651742 0),2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,167335948,27364803,17117628,2017-07-09T23:24:56+00:00,Route not found,0.0,0.0,3823.0,14914.0,2017-07-09T04:00:00+00:00,1970-01-01T00:00:00+00:00,8495,5500 CENTRAL AVENUE SE,38.88658,-76.922074,406760.844,135418.37,Ward 7,{4EB8BEDC-BA05-479A-BAF8-443C7FAB1922},5500 CENTRAL AVENUE SE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,38.883851,-76.917751,406784.29,135422.43,Unknown,Unknown,0,0,0,0,POINT Z (-76.9177532606023 38.88385878446182 0),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,167336007,27628879,18049428,2018-03-29T02:24:05+00:00,Route not found,0.0,0.0,14693.0,14283.0,2018-03-28T04:00:00+00:00,1970-01-01T00:00:00+00:00,309447,INTERSTATE 295 INTERSTATE BN,38.845163,-77.007218,399373.44,130817.96,Ward 8,{B60E4520-1C3C-41E8-9E1F-2278561CEA60},,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,38.801526,-77.021239,399373.44,130817.96,Unknown,Unknown,0,0,0,0,POINT Z (-77.0212412820453 38.80153376975535 0),2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,167336009,27497869,17200007,2017-11-19T02:21:20+00:00,Route not found,0.0,0.0,-9.0,22108.0,2017-11-18T05:00:00+00:00,1970-01-01T00:00:00+00:00,309448,INTERSTATE 295 INTERSTATE BN,38.847763,-76.963928,399975.57,132781.53,Ward 8,{338EFB6B-D54B-4CB3-9A0A-48BA326D5C4C},,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,38.847763,-76.963928,399975.57,132781.53,Unknown,Unknown,0,0,0,0,POINT Z (-76.96393026821772 38.84777078135863 0),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,167336069,23593866,11022226,2011-02-18T22:15:00+00:00,13081512,167.02,31.38,-9.0,32330.0,2011-02-18T05:00:00+00:00,1970-01-01T00:00:00+00:00,28348,400 SOUTHERN AVE SE QUADRANT 706,38.822522,-77.000182,399984.185,128304.67,Ward 8,{CFB90683-5616-4AB5-BEF2-238161EE1347},400 SOUTHERN AVENUE SE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,58009962,Driveway-58009962,0.1,Southwest,,1970-01-01T00:00:00+00:00,,,,,6c069e1e910fbd5b960c9ae662f5bf28,c463f451d1be2a7d20b682b5722636af,0,0,0,0,POINT Z (-76.99992819858772 38.82233036559151 0),2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,167336161,25167054,14160827,2014-10-18T05:00:00+00:00,0,0.0,33.75,269.0,223.0,2014-10-18T04:00:00+00:00,1970-01-01T00:00:00+00:00,298827,8200 16TH STREET NW,38.992328,-77.036705,396836.595,147134.921,Ward 4,{43EE635E-8CC4-4E91-BB27-361487DEA28A},8200 16TH STREET NW,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0.0,Northeast,,1970-01-01T00:00:00+00:00,38.992328,-77.036705,,,9c198f2e23e59743d3ad213cda96b6b1,9c198f2e23e59743d3ad213cda96b6b1,0,0,0,0,POINT Z (-77.03631770102454 38.99233279193361 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,167336172,24118521,12103703,2012-07-24T05:00:00+00:00,13081512,1058.05,21.11,12604.0,21398.0,2012-07-24T04:00:00+00:00,1970-01-01T00:00:00+00:00,289028,860 SOUTHERN AVENUE SE,38.828097,-76.992808,400639.321,128908.547,Ward 8,{7ED38264-5795-4DBC-BEA5-E9340B0D18C2},860 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,13081662,SOUTHVIEW DR SE,0.76,Southwest,,1970-01-01T00:00:00+00:00,38.828097,-76.992808,,,dd9cd4d77a53ca674444b007c2a2b73e,a38cf5641fa6976b08b98bcc7d36200c,0,0,0,0,POINT Z (-76.99263927760946 38.82796962712164 0),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,167336182,25167141,14160169,2014-10-17T22:28:00+00:00,12031982,9095.58,23.58,-9.0,25111.0,2014-10-17T04:00:00+00:00,1970-01-01T00:00:00+00:00,3303,6240 EASTERN AVENUE NE,38.966097,-77.003354,399692.914,144226.476,Ward 4,{9935A087-34EE-4522-97AD-BE765054B4FE},6240 EASTERN AVENUE NE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12079882,SHERIDAN ST NE,19.08,Southeast,,1970-01-01T00:00:00+00:00,38.966097,-77.003354,,,6df0b9039a3ef291b7abb01c341f0ea6,6df0b9039a3ef291b7abb01c341f0ea6,0,0,0,0,POINT Z (-77.00316373036422 38.96625492276813 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,167336270,26607896,09165392,2009-11-19T05:00:00+00:00,12031982,1604.93,0.03,11013.0,21364.0,2009-11-18T05:00:00+00:00,1970-01-01T00:00:00+00:00,82882,950 EASTERN AVE NE,38.903563,-76.923047,406674.901,137303.64,Ward 7,{B326147C-0717-4713-9837-F7D6E170B00E},950 EASTERN AVENUE NE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58020412,Driveway-58020412,67.19,Northwest,,1970-01-01T00:00:00+00:00,,,,,993a4b2eecca598e7ad4b9dd352b0e22,f3e77c1302769cdcb628a013d7403043,0,0,0,0,POINT Z (-76.92304904540562 38.9035709581759 0),2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,167336292,26607936,09162375,2009-11-12T05:00:00+00:00,11092692,1233.87,44.96,-9.0,24966.0,2009-11-12T05:00:00+00:00,1970-01-01T00:00:00+00:00,267693,5100 BLK. WESTERN AVE. N.W.,38.956615,-77.090336,392170.132,143193.887,Ward 3,{6AC2EB82-045D-4091-91EA-6EDFD6AC02F9},5109 WESTERN AVENUE NW,88.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11043552,HARRISON ST NW,21.18,Southwest,,1970-01-01T00:00:00+00:00,,,,,08940a7faea9000ed3b15b93c26b0731,08940a7faea9000ed3b15b93c26b0731,0,0,0,0,POINT Z (-77.09070502193816 38.95690930599492 0),2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,167336348,26608021,09163155,2009-11-14T05:00:00+00:00,11092692,2479.64,0.03,4312.0,3581.0,2009-11-12T05:00:00+00:00,1970-01-01T00:00:00+00:00,264753,5600  WESTERN AVE NW,38.965303,-77.079951,393071.048,144157.45,Ward 3,{E34CA414-D729-4F4E-8F93-0089D5E8E600},5601 WESTERN AVENUE NW,88.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,11004102,41ST ST NW,51.61,Northeast,,1970-01-01T00:00:00+00:00,,,,,3e2731eda498d73385b685023c1792e6,3e2731eda498d73385b685023c1792e6,0,0,0,0,POINT Z (-77.07995307047663 38.96531060841469 0),2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,167336382,24487681,13033325,2013-03-14T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2013-03-14T04:00:00+00:00,1970-01-01T00:00:00+00:00,904611,16TH ST NW and  MISSOURI AVE NW,38.96241,-77.036389,396846.263,143833.929,Ward 4,{8539B896-CF8F-436B-B705-D5B85C632553},16TH STREET NW AND MISSOURI AVENUE NW,100.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,167336398,27633438,18051966,2018-04-02T06:09:05+00:00,12031982,675.07,9.93,3308.0,361.0,2018-04-02T04:00:00+00:00,1970-01-01T00:00:00+00:00,10740,530 EASTERN AVENUE NE,38.897115,-76.914817,407389.439,136588.478,Ward 7,{ED185D37-6261-4DAF-AECC-5F6B77A36900},530 60TH STREET NE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,12006002,60TH ST NE,13.92,Southeast,,1970-01-01T00:00:00+00:00,38.897052,-76.914898,407398.27,136552.23,95b0100e677ae0e6f07cc310551dc600,95b0100e677ae0e6f07cc310551dc600,0,0,0,0,POINT Z (-76.91481903076176 38.89712284433681 0),2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,167336424,25274186,15070116,2015-05-14T05:00:00+00:00,Route not found,0.0,0.0,-9.0,32725.0,2015-05-14T04:00:00+00:00,1970-01-01T00:00:00+00:00,286486,1805 BLADENSBURG RD NE,38.915082,-76.97334,402312.07,138579.773,Ward 5,{C80223D8-33E1-4976-A308-C51EFD37B2E1},1805 BLADENSBURG ROAD NE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,167336445,25012078,13172612,2013-12-02T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2013-12-02T05:00:00+00:00,1970-01-01T00:00:00+00:00,42709,300 8TH ST SE,38.894188,-76.995329,400405.18,136260.104,Ward 6,{E5FBC99A-9EF4-4932-98FA-9887FBB1E2F5},300 8TH STREET NE,85.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,167336504,25143251,14147410,2014-09-26T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2014-09-26T04:00:00+00:00,1970-01-01T00:00:00+00:00,242500,2021 K ST NW,38.902648,-77.045775,396029.426,137200.218,Ward 2,{A0A471E4-3C5A-4B69-AB94-4AEAC7CF9BBC},2021 K STREET NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,167336514,28026847,19073463,2019-04-30T20:56:18+00:00,13081512,4074.7,0.71,10631.0,21611.0,2019-04-30T04:00:00+00:00,1970-01-01T00:00:00+00:00,278179,2540 SOUTHERN AVENUE SE,38.847643,-76.967419,402828.262,131093.76,Ward 8,{CE7E52CE-605F-4520-9E53-07C466B0CEC5},2540 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58016772,Driveway-58016772,92.69,Northeast,,1970-01-01T00:00:00+00:00,38.847756,-76.967285,402810.41,131111.81,9a7e66f54f092d097a649d1b4f844d79,45a13f265cd412a6387dfeda8e00ce91,0,0,0,0,POINT Z (-76.96728148735014 38.84775923792098 0),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,167336726,26719441,15158961,2015-10-07T17:42:27+00:00,Route not found,0.0,0.0,-9.0,31502.0,2015-10-07T04:00:00+00:00,1970-01-01T00:00:00+00:00,289737,400 RHODE ISLAND AVE,38.913063,76.997665,400202.51,138355.366,Ward 5,{286CBF89-CE73-41ED-890A-867294F9FA67},601 T STREET NE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,38.913063,76.997665,,,Unknown,Unknown,0,0,0,0,POINT Z (76.99768099329748 38.91306386965613 0),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,167336729,26719468,15158983,2015-10-07T18:27:59+00:00,Route not found,0.0,0.0,5437.0,13861.0,2015-10-07T04:00:00+00:00,1970-01-01T00:00:00+00:00,907074,"WAHLER PL SE & WHEELER RD SE
",38.834339,-76.990818,400797.206,129616.496,Ward 8,{88B7FC9C-2E37-4B19-9C35-48BD624F5DE1},WAHLER PLACE SE AND WHEELER ROAD SE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,36.25,-77.011757,400797.21,129616.5,Unknown,Unknown,0,0,0,0,POINT Z (-77.01175913547868 36.25000723549863 0),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,167336805,26719600,15159047,2015-10-07T22:57:45+00:00,Route not found,0.0,0.0,12208.0,12531.0,2015-10-07T04:00:00+00:00,1970-01-01T00:00:00+00:00,903433,"MISSISSIPPI AVE SE & SOUTHERN AVE SE
",38.843721,-76.972451,402391.55,130658.19,Ward 8,{DA15283E-901F-4379-8A35-53BD88A9AF46},SOUTHERN AVENUE SE AND MISSISSIPPI AVENUE SE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,38.84071,-76.973208,402391.55,130658.19,Unknown,Unknown,0,0,0,0,POINT Z (-76.97321027405492 38.84071777441486 0),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,167336865,26831663,16012418,2016-01-26T00:35:22+00:00,12031982,7505.77,4.8,10349.0,10805.0,2016-01-25T05:00:00+00:00,1970-01-01T00:00:00+00:00,11538,5218 EASTERN AVENUE NE,38.955853,-76.989942,400875.179,143108.904,Ward 5,{6918E124-10E6-4D63-BA96-F36AF92FC0AD},5212 EASTERN AVENUE NE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12023332,CHILLUM PL NE,55.43,Southeast,,1970-01-01T00:00:00+00:00,38.955853,-76.989942,400851.61,143105.39,0b89e21950fddc7a9391d577a53d8936,0b89e21950fddc7a9391d577a53d8936,0,0,0,0,POINT Z (-76.98990536055126 38.95589151267113 0),2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,167336923,27542491,18000639,2018-01-02T13:47:00+00:00,13081512,6944.13,3.29,7583.0,7476.0,2018-01-02T05:00:00+00:00,1970-01-01T00:00:00+00:00,24474,4260 SOUTHERN AVENUE SE,38.868187,-76.941059,405115.045,133375.44,Ward 7,{17DB1891-5F95-4C46-B7D9-193EF5BB22FF},4250 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13028892,DENT ST SE,33.76,Southwest,,1970-01-01T00:00:00+00:00,38.868166,-76.941032,405124.84,133413.26,993ac20bc8230e171c4652f46f88e6b3,993ac20bc8230e171c4652f46f88e6b3,0,0,0,0,POINT Z (-76.94106111236604 38.86819473311715 0),2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,167336932,27542544,18000709,2018-01-02T16:21:21+00:00,12031982,8349.39,12.67,1733.0,2371.0,2018-01-02T05:00:00+00:00,1970-01-01T00:00:00+00:00,6171,EASTERN AVENUE NE & RIGGS ROAD NE,38.961579,-76.997371,400227.825,143741.06,Ward 4,{17E54381-3B43-4774-80EF-D024C5AA37DA},5898 EASTERN AVENUE NE,200.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12076052,RIGGS RD NE,3.43,Northwest,,1970-01-01T00:00:00+00:00,38.961557,-76.997361,400240.07,143745.26,b98cffda1f75a7ccc4b6c5b1de3a80b9,3c2d7f0ad6eb0f7d4d4b5e1929f27cd1,0,0,1,0,POINT Z (-76.99726043823961 38.9616459427742 0),2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,167337067,27019068,16126981,2016-07-31T04:45:51+00:00,0,0.0,1.96,3664.0,4135.0,2016-07-30T04:00:00+00:00,1970-01-01T00:00:00+00:00,452,5800 EAST CAPITOL STREET NE,38.889727,-76.913331,407519.321,135770.429,Ward 7,{92A56EE9-32C8-426D-81EB-F8142C2C7538},7 61ST STREET NE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0.0,East,,1970-01-01T00:00:00+00:00,38.889727,-76.913331,407149.16,135801.9,0fb7ca85f170226960a6e5f2a073fd5e,0fb7ca85f170226960a6e5f2a073fd5e,0,0,0,0,POINT Z (-76.91333056694657 38.88975228631854 0),2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
